Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PGEM,Ply Gem Holdings Inc.,17.3,$1.18B,2013,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/pgem
PNC,PNC Financial Services Group Inc. (The),123.17,$59.6B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pnc
PNC.WS,PNC Financial Services Group Inc. (The),n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc.ws
PNC^P,PNC Financial Services Group Inc. (The),29.36,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^p
PNC^Q,PNC Financial Services Group Inc. (The),25.2736,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnc^q
PNM,PNM Resources Inc. (Holding Co.),39.3,$3.13B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/pnm
PII,Polaris Industries Inc.,87.41,$5.51B,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pii
POL,PolyOne Corporation,38.27,$3.13B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/pol
POR,Portland General Electric Company,47.45,$4.23B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/por
PKX,POSCO,61.41,$19.65B,1994,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/pkx
POST,Post Holdings Inc.,83.67,$5.54B,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/post
POT,Potash Corporation of Saskatchewan Inc.,17,$14.28B,1989,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/pot
PPG,PPG Industries Inc.,109.93,$28.16B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/ppg
PPX,PPL Capital Funding Inc.,26.1,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppx
PPL,PPL Corporation,39.2,$26.78B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ppl
PYS,PPlus Trust,23.35,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pys
PYT,PPlus Trust,20.74,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/pyt
PX,Praxair Inc.,136.19,$38.86B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/px
PDS,Precision Drilling Corporation,3.52,$1.03B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pds
APTS,Preferred Apartment Communities Inc.,16.25,$505.78M,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/apts
PBH,Prestige Brand Holdings Inc.,51.54,$2.73B,2005,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbh
PVG,Pretium Resources Inc.,9.13,$1.65B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/pvg
PRI,Primerica Inc.,74.1,$3.37B,2010,Finance,Life Insurance,http://www.nasdaq.com/symbol/pri
PPP,Primero Mining Corp,0.3633,$69.69M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ppp
PFG,Principal Financial Group Inc,64.91,$18.71B,2001,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/pfg
PGZ,Principal Real Estate Income Fund,17.91,$123.58M,2013,n/a,n/a,http://www.nasdaq.com/symbol/pgz
PVTD,PrivateBancorp Inc.,25.65,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pvtd
PRA,ProAssurance Corporation,60.35,$3.22B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pra
PG,Procter & Gamble Company (The),88.16,$225.48B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/pg
PGR,Progressive Corporation (The),43.48,$25.26B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/pgr
PLD,Prologis Inc.,57.13,$30.3B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/pld
PUMP,ProPetro Holding Corp.,14.08,$1.17B,2017,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/pump
PRO,PROS Holdings Inc.,27.93,$877.95M,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/pro
PBB,Prospect Capital Corporation,25.87,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/pbb
PB,Prosperity Bancshares Inc.,68.14,$4.73B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pb
PL^C,Protective Life Corporation,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^c
PL^E,Protective Life Corporation,25.28,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pl^e
PRLB,Proto Labs Inc.,66.55,$1.76B,2012,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/prlb
PFS,Provident Financial Services Inc,25.44,$1.7B,2003,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pfs
PFK,Prudential Financial Inc.,25.8197,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pfk
PJH,Prudential Financial Inc.,25.97,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/pjh
PRH,Prudential Financial Inc.,25.98,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/prh
PRU,Prudential Financial Inc.,107.75,$46.22B,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pru
GHY,Prudential Global Short Duration High Yield Fund Inc.,15.06,$616.31M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ghy
PUK,Prudential Public Limited Company,45.72,$59B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/puk
PUK^,Prudential Public Limited Company,26.6172,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^
PUK^A,Prudential Public Limited Company,26.1716,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/puk^a
ISD,Prudential Short Duration High Yield Fund Inc.,15.42,$512.82M,2012,n/a,n/a,http://www.nasdaq.com/symbol/isd
PSB,PS Business Parks Inc.,131.47,$3.57B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psb
PSB^T,PS Business Parks Inc.,25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^t
PSB^U,PS Business Parks Inc.,25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^u
PSB^V,PS Business Parks Inc.,25.62,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^v
PSB^W,PS Business Parks Inc.,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psb^w
TLK,PT Telekomunikasi Indonesia Tbk,32.49,$32.19B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/tlk
PEG,Public Service Enterprise Group Incorporated,44.33,$22.43B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/peg
PSA,Public Storage,207.56,$36.08B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa
PSA^A,Public Storage,26.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^a
PSA^B,Public Storage,26.0149,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^b
PSA^C,Public Storage,25.3838,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^c
PSA^D,Public Storage,24.6117,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^d
PSA^E,Public Storage,24.32,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^e
PSA^F,Public Storage,24.9536,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^f
PSA^S,Public Storage,25.41,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^s
PSA^T,Public Storage,25.4276,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^t
PSA^U,Public Storage,25.5001,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^u
PSA^V,Public Storage,25.3025,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/psa^v
PSA^W,Public Storage,25.1037,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^w
PSA^X,Public Storage,25.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^x
PSA^Y,Public Storage,27.4848,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^y
PSA^Z,Public Storage,26.8452,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psa^z
PHM,PulteGroup Inc.,23.44,$7.4B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/phm
PSTG,Pure Storage Inc. ,12.35,$2.57B,2015,Technology,Electronic Components,http://www.nasdaq.com/symbol/pstg
PCF,Putnam High Income Bond Fund,8.82,$114.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pcf
PMM,Putnam Managed Municipal Income Trust,7.46,$401.61M,1989,n/a,n/a,http://www.nasdaq.com/symbol/pmm
PIM,Putnam Master Intermediate Income Trust,4.82,$258.12M,1988,n/a,n/a,http://www.nasdaq.com/symbol/pim
PMO,Putnam Municipal Opportunities Trust,12.41,$473M,1993,n/a,n/a,http://www.nasdaq.com/symbol/pmo
PPT,Putnam Premier Income Trust,5.19,$556.65M,1988,n/a,n/a,http://www.nasdaq.com/symbol/ppt
PVH,PVH Corp.,105.59,$8.22B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/pvh
PZN,Pzena Investment Management Inc,9.27,$635.2M,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/pzn
QTWO,Q2 Holdings Inc.,38,$1.56B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qtwo
QEP,QEP Resources Inc.,9.85,$2.37B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/qep
QTS,QTS Realty Trust Inc.,53.48,$2.57B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qts
QUAD,Quad Graphics Inc,22.1,$1.15B,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/quad
KWR,Quaker Chemical Corporation,147.59,$1.96B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/kwr
QCP,Quality Care Properties Inc.,17.26,$1.62B,2016,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/qcp
NX,Quanex Building Products Corporation,20.9,$719.87M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/nx
PWR,Quanta Services Inc.,32.71,$4.84B,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/pwr
QTM,Quantum Corporation,7.93,$270.35M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/qtm
DGX,Quest Diagnostics Incorporated,108.41,$14.83B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/dgx
Q,Quintiles IMS Holdings Inc.,86.15,$18.59B,2013,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/q
QHC,Quorum Health Corporation,3.53,$106.97M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/qhc
QUOT,Quotient Technology Inc.,11.65,$1.05B,2014,Consumer Services,Advertising,http://www.nasdaq.com/symbol/quot
CTAA,Qwest Corporation,27.05,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctaa
CTBB,Qwest Corporation,24.9,n/a,2016,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctbb
CTDD,Qwest Corporation,25.2,n/a,2017,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctdd
CTU,Qwest Corporation,25.5,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctu
CTV,Qwest Corporation,26.1,n/a,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctv
CTW,Qwest Corporation,25.74,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctw
CTX,Qwest Corporation,25.47,$3.19B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctx
CTY,Qwest Corporation,24.92,n/a,2013,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cty
CTZ,Qwest Corporation,25.79,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctz
RRD,R.R. Donnelley & Sons Company,12.08,$845.6M,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RDN,Radian Group Inc.,16.98,$3.65B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rdn
RAS,RAIT Financial Trust,2.36,$218.75M,1998,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ras
RAS^A,RAIT Financial Trust,20.21,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^a
RAS^B,RAIT Financial Trust,22.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^b
RAS^C,RAIT Financial Trust,23.5684,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ras^c
RFT,RAIT Financial Trust,23.8322,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rft
RFTA,RAIT Financial Trust,25.1,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rfta
RL,Ralph Lauren Corporation,70.15,$5.68B,1997,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/rl
RPT,Ramco-Gershenson Properties Trust,13.36,$1.06B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpt
RPT^D,Ramco-Gershenson Properties Trust,53.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpt^d
RRC,Range Resources Corporation,23.17,$5.74B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rrc
RJF,Raymond James Financial Inc.,78.29,$11.28B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/rjf
RYAM,Rayonier Advanced Materials Inc.,17.07,$738.74M,2014,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ryam
RYAM^A,Rayonier Advanced Materials Inc.,121.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ryam^a
RYN,Rayonier Inc.,28.95,$3.73B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ryn
RTN,Raytheon Company,160.94,$46.85B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtn
RMAX,RE/MAX Holdings Inc.,55.1,$975.1M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/rmax
RLGY,Realogy Holdings Corp.,29.7,$4.1B,2012,Finance,Real Estate,http://www.nasdaq.com/symbol/rlgy
O,Realty Income Corporation,55.31,$15.1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/o
RHT,Red Hat Inc.,88.85,$15.8B,n/a,Technology,Computer Software: Programming Data Processing,http://www.nasdaq.com/symbol/rht
RLH,Red Lion Hotels Corporation,6.55,$154.2M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rlh
RWT,Redwood Trust Inc.,17.18,$1.32B,1995,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rwt
RBC,Regal Beloit Corporation,82.5,$3.7B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/rbc
RGC,Regal Entertainment Group,20.25,$3.18B,2002,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rgc
REG,Regency Centers Corporation,62.37,$10.61B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/reg
REG^G,Regency Centers Corporation,25.519,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/reg^g
RM,Regional Management Corp.,22.24,$258.44M,2012,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/rm
RF,Regions Financial Corporation,14.4,$17.31B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rf
RF^A,Regions Financial Corporation,25.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^a
RF^B,Regions Financial Corporation,28.7688,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rf^b
RGS,Regis Corporation,10.74,$497.35M,1991,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rgs
RGA,Reinsurance Group of America Incorporated,127.94,$8.24B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rga
RZA,Reinsurance Group of America Incorporated,29.41,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/rza
RZB,Reinsurance Group of America Incorporated,28.86,n/a,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/rzb
RS,Reliance Steel & Aluminum Co.,75.52,$5.5B,1994,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/rs
RENX,RELX N.V.,20.56,$42B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/renx
RELX,RELX PLC,21.67,$44.27B,2015,Consumer Services,Publishing,http://www.nasdaq.com/symbol/relx
RNR,RenaissanceRe Holdings Ltd.,142.43,$5.79B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rnr
RNR^C,RenaissanceRe Holdings Ltd.,25.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^c
RNR^E,RenaissanceRe Holdings Ltd.,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rnr^e
SOL,Renesola Ltd.,2.38,$48.36M,2008,Technology,Semiconductors,http://www.nasdaq.com/symbol/sol
RENN,Renren Inc.,6.73,$459.9M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/renn
RSG,Republic Services Inc.,63.94,$21.62B,1998,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/rsg
RMD,ResMed Inc.,73.48,$10.42B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/rmd
REN           ,Resolute Energy Corporation,37.94,$851.73M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ren
RFP,Resolute Forest Products Inc.,4.6,$413.36M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/rfp
RSO,Resource Capital Corp.,9.8,$307.61M,2006,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rso
RSO^A,Resource Capital Corp.,24.9053,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^a
RSO^B,Resource Capital Corp.,24.16,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^b
RSO^C,Resource Capital Corp.,25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rso^c
QSR,Restaurant Brands International Inc.,57.43,$13.53B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/qsr
RPAI,Retail Properties of America Inc.,12.53,$2.97B,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rpai
RPAI^A,Retail Properties of America Inc.,25.39,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rpai^a
REVG,REV Group Inc.,28.58,$1.82B,2017,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/revg
REV,Revlon Inc.,20.5,$1.08B,1996,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rev
REX,REX American Resources Corporation,98.46,$645.77M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rex
REXR,Rexford Industrial Realty Inc.,27.89,$1.86B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rexr
REXR^A,Rexford Industrial Realty Inc.,25.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rexr^a
RXN,Rexnord Corporation,23.22,$2.41B,2012,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rxn
RXN^A,Rexnord Corporation,53.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rxn^a
RAI,Reynolds American Inc,65.31,$93.18B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/rai
RH,RH,50.74,$1.68B,2012,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/rh
RICE,Rice Energy Inc.,20.23,$4.15B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rice
RMP,Rice Midstream Partners LP,25.17,$2.57B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/rmp
RIC,Richmont Mines Inc.,7.65,$487.5M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ric
RNG,Ringcentral Inc.,35.4,$2.66B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/rng
RIO,Rio Tinto Plc,41.73,$75.48B,2002,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rio
RBA,Ritchie Bros. Auctioneers Incorporated,31.34,$3.35B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rba
RAD,Rite Aid Corporation,3,$3.16B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/rad
RIV,RiverNorth Opportunities Fund Inc.,20.0971,$75.47M,2015,n/a,n/a,http://www.nasdaq.com/symbol/riv
OPP,RiverNorth/DoubleLine Strategic Opportunity Fund Inc.,19.25,$212.02M,2016,n/a,n/a,http://www.nasdaq.com/symbol/opp
RLI,RLI Corp.,56.75,$2.5B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/rli
RLJ,RLJ Lodging Trust,21.44,$2.67B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rlj
RRTS,Roadrunner Transportation Systems Inc,6.97,$267.23M,2010,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/rrts
RHI,Robert Half International Inc.,47.25,$6.01B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rhi
ROK,Rockwell Automation Inc.,162.13,$20.89B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rok
COL,Rockwell Collins Inc.,104.99,$17.05B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/col
RCI,Rogers Communication Inc.,46.63,$18.76B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/rci
ROG,Rogers Corporation,109.6,$1.99B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/rog
ROL,Rollins Inc.,42.47,$9.26B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/rol
ROP,Roper Technologies Inc.,228.84,$23.35B,1992,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rop
RST,Rosetta Stone,10.53,$233.75M,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rst
RDC,Rowan Companies plc,11.98,$1.51B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rdc
RY,Royal Bank Of Canada,70.8,$103.18B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ry
RY^S,Royal Bank Of Canada,25.6001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^s
RY^T,Royal Bank Of Canada,28.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ry^t
RBS,Royal Bank Scotland plc (The),6.41,$37.86B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs
RBS^F,Royal Bank Scotland plc (The),26.94,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^f
RBS^H,Royal Bank Scotland plc (The),26.05,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/rbs^h
RBS^L,Royal Bank Scotland plc (The),25.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^l
RBS^S,Royal Bank Scotland plc (The),25.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbs^s
RCL,Royal Caribbean Cruises Ltd.,109.82,$23.62B,1993,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rcl
RDS.A,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.a
RDS.B,Royal Dutch Shell PLC,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rds.b
RGT,Royce Global Value Trust Inc.,9.57,$99.68M,2013,n/a,n/a,http://www.nasdaq.com/symbol/rgt
RMT,Royce Micro-Cap Trust Inc.,8.66,$327.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rmt
RVT,Royce Value Trust Inc.,14.52,$1.19B,1986,n/a,n/a,http://www.nasdaq.com/symbol/rvt
RES,RPC Inc.,20.34,$4.43B,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/res
RPM,RPM International Inc.,55.62,$7.43B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/rpm
RSPP,RSP Permian Inc.,34.79,$5.52B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rspp
RT,Ruby Tuesday Inc.,2.36,$142.93M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rt
RTEC,Rudolph Technologies Inc.,25.55,$803.28M,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/rtec
R,Ryder System Inc.,65.44,$3.5B,n/a,Consumer Services,Rental/Leasing Companies,http://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,9.6,$356.9M,2014,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ryi
RHP,Ryman Hospitality Properties Inc.,65.14,$3.33B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,146.81,$37.85B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,37.6,$548.18M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sbr
SB,Safe Bulkers Inc,2.3,$233.46M,2008,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/sb
SB^B,Safe Bulkers Inc,25.929,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^b
SB^C,Safe Bulkers Inc,18.82,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^c
SB^D,Safe Bulkers Inc,18.81,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sb^d
SFE,Safeguard Scientifics Inc.,11.55,$235.15M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
CRM,Salesforce.com Inc,87.27,$62.15B,2004,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,11.68,$207M,2012,n/a,n/a,http://www.nasdaq.com/symbol/smm
SBH,Sally Beauty Holdings Inc.,19.43,$2.67B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,7.06,$329.06M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,6.22,$512.04M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sn
SD,SandRidge Energy Inc.,19.16,$686.97M,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/sd
